timestamp,temperature_c,pressure_kpa,uv_intensity,cosmic_radiation,water_activity,relative_humidity,gravity,perchlorate_concentration,iron_oxide_concentration,silica_concentration,alumina_concentration,temperature_stress,pressure_stress,uv_stress,water_stress,perchlorate_stress,combined_stress
2025-08-11 17:01:01.505628,-14.535529554009381,0.557067547547864,1.4902210671069844,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.8907105910801876,0.9945021707619258,0.7451105335534922,0.7,0.7,0.8060646590791212
2025-08-11 18:01:01.505628,-17.180309907154026,0.6415654595646084,1.3756731742765218,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.9436061981430806,0.9936682412083434,0.6878365871382609,0.7,0.7,0.805022205297937
2025-08-11 19:01:01.505628,-24.109274208907898,0.602764579270519,1.0286119950316326,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9940511761236563,0.5143059975158163,0.7,0.7,0.7816714347278946
2025-08-11 20:01:01.505628,-30.455973191835405,0.5394787410057743,0.7425736061608562,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9946757587860274,0.3712868030804281,0.7,0.7,0.7531925123732911
2025-08-11 21:01:01.505628,-46.77062687420983,0.4941929363514016,0.32255686155074725,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.995122694928681,0.16127843077537363,0.7,0.7,0.711280225140811
2025-08-11 22:01:01.505628,-56.196411344340135,0.6041549560094395,0.11989541957386524,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.994037454172125,0.05994770978693262,0.7,0.7,0.6907970327918115
2025-08-11 23:01:01.505628,-72.42543776281512,0.6061845031133498,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9940174240995475,0.0,0.7,0.7,0.6788034848199095
2025-08-12 00:01:01.505628,-80.0,0.4902060526475781,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9951620424115709,0.0,0.7,0.7,0.6790324084823143
2025-08-12 01:01:01.505628,-80.0,0.5778260630761911,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.994297300142352,0.0,0.7,0.7,0.6788594600284703
2025-08-12 02:01:01.505628,-80.0,0.5339904779093694,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9947299237314644,0.0,0.7,0.7,0.6789459847462929
2025-08-12 03:01:01.505628,-80.0,0.49377971450889196,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9951267731111878,0.0,0.7,0.7,0.6790253546222376
2025-08-12 04:01:01.505628,-80.0,0.6088786659373941,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9939908347797938,0.0,0.7,0.7,0.6787981669559588
2025-08-12 05:01:01.505628,-80.0,0.6110166734317021,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9939697342863884,0.0,0.7,0.7,0.6787939468572777
2025-08-12 06:01:01.505628,-80.0,0.5907435643784518,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9941698143165216,0.0,0.7,0.7,0.6788339628633043
2025-08-12 07:01:01.505628,-80.0,0.6056789440374701,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9940224135796943,0.0,0.7,0.7,0.678804482715939
2025-08-12 08:01:01.505628,-80.0,0.6837990074535345,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.993251428497868,0.0,0.7,0.7,0.6786502856995735
2025-08-12 09:01:01.505628,-73.22792214414484,0.6074405625627899,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9940050277565972,0.0,0.7,0.7,0.6788010055513194
2025-08-12 10:01:01.505628,-62.23870946914901,0.5622315690706888,0.17933344634623655,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9944512058320188,0.08966672317311827,0.7,0.7,0.6968235858010274
2025-08-12 11:01:01.505628,-55.87861169566609,0.5169885443281755,0.4484659924997162,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9948977197697688,0.2242329962498581,0.7,0.7,0.7238261432039254
2025-08-12 12:01:01.505628,-41.761781011903146,0.7003208774966498,0.9123062765855182,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9930883703183159,0.4561531382927591,0.7,0.7,0.7698483017222151
2025-08-12 13:01:01.505628,-28.379219650605428,0.6441070745745325,1.2752519654315058,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9936431574184601,0.6376259827157529,0.7,0.7,0.8062538280268428
2025-08-12 14:01:01.505628,-22.394246159538117,0.6391241818063408,1.3406411516772432,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9936923347465448,0.6703205758386216,0.7,0.7,0.8128025821170333
2025-08-12 15:01:01.505628,-19.491172427640294,0.6287864469171631,1.433914694994374,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.9898234485528059,0.9937943602574176,0.716957347497187,0.7,0.7,0.8201150312614821
2025-08-12 16:01:01.505628,-13.333155735748424,0.6114230207748137,1.5511071789836441,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.8666631147149684,0.9939657239499154,0.7755535894918221,0.7,0.7,0.8072364856313412
2025-08-12 17:01:01.505628,-13.35947018141963,0.5551388581825287,1.4018379574530275,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.8671894036283926,0.994521205446015,0.7009189787265138,0.7,0.7,0.7925259175601843
2025-08-12 18:01:01.505628,-15.812583961127043,0.591204144692,1.314155301863709,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.9162516792225409,0.9941652687422452,0.6570776509318546,0.7,0.7,0.7934989197793282
2025-08-12 19:01:01.505628,-27.85497746029229,0.6174302842863294,0.9349712725816468,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9939064368686273,0.4674856362908234,0.7,0.7,0.7722784146318903
2025-08-12 20:01:01.505628,-32.912885279783616,0.5753789922129787,0.8945670502469898,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.994321450854054,0.4472835251234949,0.7,0.7,0.7683209951955098
2025-08-12 21:01:01.505628,-43.810358148174096,0.6283650088759914,0.2935621758535801,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9937985195275008,0.14678108792679004,0.7,0.7,0.7081159214908581
2025-08-12 22:01:01.505628,-56.09435657527643,0.6235993842895956,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9938455525853482,0.0,0.7,0.7,0.6787691105170696
2025-08-12 23:01:01.505628,-73.81132324007456,0.6022512878461018,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9940562419161499,0.0,0.7,0.7,0.67881124838323
2025-08-13 00:01:01.505628,-78.25556654513605,0.571359760122826,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.994361117590695,0.0,0.7,0.7,0.678872223518139
2025-08-13 01:01:01.505628,-80.0,0.5945426525560503,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9941323202313738,0.0,0.7,0.7,0.6788264640462748
2025-08-13 02:01:01.505628,-80.0,0.5663360254170605,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9944106979973644,0.0,0.7,0.7,0.6788821395994729
2025-08-13 03:01:01.505628,-80.0,0.5726002039913942,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9943488753615456,0.0,0.7,0.7,0.6788697750723092
2025-08-13 04:01:01.505628,-80.0,0.59658432212204,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9941121705193976,0.0,0.7,0.7,0.6788224341038795
2025-08-13 05:01:01.505628,-80.0,0.5391181494872953,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9946793175476211,0.0,0.7,0.7,0.6789358635095242
2025-08-13 06:01:01.505628,-80.0,0.6544868269471205,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9935407172272676,0.0,0.7,0.7,0.6787081434454535
2025-08-13 07:01:01.505628,-80.0,0.5491418204355996,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9945803916068532,0.0,0.7,0.7,0.6789160783213706
2025-08-13 08:01:01.505628,-80.0,0.6134460519434811,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9939457581846189,0.0,0.7,0.7,0.6787891516369238
2025-08-13 09:01:01.505628,-71.96014635831477,0.5249886712367285,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9948187646559414,0.0,0.7,0.7,0.6789637529311883
2025-08-13 10:01:01.505628,-67.16203409978668,0.6017412189847318,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9940612759044192,0.0,0.7,0.7,0.6788122551808838
2025-08-13 11:01:01.505628,-50.39597253484239,0.5754191787008064,0.3801775415639609,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9943210542442555,0.19008877078198044,0.7,0.7,0.7168819650052471
2025-08-13 12:01:01.505628,-35.91361435797853,0.5874491807034079,0.7235534386588055,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9942023273555055,0.36177671932940275,0.7,0.7,0.7511958093369817
2025-08-13 13:01:01.505628,-29.206275728425297,0.577809747667309,1.0519908469130383,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9942974611629183,0.5259954234565192,0.7,0.7,0.7840585769238876
2025-08-13 14:01:01.505628,-19.981800110415296,0.5589473282683645,1.5540081591867378,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.9996360022083058,0.994483618768632,0.7770040795933689,0.7,0.7,0.8342247401140614
2025-08-13 15:01:01.505628,-14.462766570333692,0.5181870644363569,1.413855370374792,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.8892553314066738,0.9948858912959649,0.706927685187396,0.7,0.7,0.7982137815780069
2025-08-13 16:01:01.505628,-11.400720609116252,0.6320047304079522,1.5677553963519726,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.828014412182325,0.9937625982688582,0.7838776981759863,0.7,0.7,0.8011309417254339
2025-08-13 17:01:01.505628,-13.22144584064598,0.5015365855956282,1.331736319465792,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.8644289168129197,0.9950502187456637,0.665868159732896,0.7,0.7,0.785069459058296
2025-08-13 18:01:01.505628,-18.501585815414533,0.6164314111749655,1.3082952856699395,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.9700317163082905,0.9939162949797684,0.6541476428349697,0.7,0.7,0.8036191308246059
2025-08-13 19:01:01.505628,-26.297154900472197,0.6692473910088719,1.0726602854484864,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9933950417862436,0.5363301427242432,0.7,0.7,0.7859450369020975
2025-08-13 20:01:01.505628,-33.40597405417695,0.6031059553964325,0.9335824280653982,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9940478070032427,0.4667912140326991,0.7,0.7,0.7721678042071884
2025-08-13 21:01:01.505628,-43.821692546197426,0.5083234617354975,0.44439097476127093,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9949832374859561,0.22219548738063546,0.7,0.7,0.7234357449733183
2025-08-13 22:01:01.505628,-58.21403263643729,0.6341688641990519,0.16655004738906662,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9937412399289509,0.08327502369453331,0.7,0.7,0.6954032527246969
2025-08-13 23:01:01.505628,-71.07098165985957,0.6255755909875311,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9938260489416478,0.0,0.7,0.7,0.6787652097883295
2025-08-14 00:01:01.505628,-80.0,0.6320584279634375,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9937620683151893,0.0,0.7,0.7,0.678752413663038
2025-08-14 01:01:01.505628,-80.0,0.5441954637091514,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9946292083522413,0.0,0.7,0.7,0.6789258416704482
2025-08-14 02:01:01.505628,-80.0,0.6625190148229035,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.993461445696295,0.0,0.7,0.7,0.678692289139259
2025-08-14 03:01:01.505628,-80.0,0.5264494099737096,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9948043482854803,0.0,0.7,0.7,0.678960869657096
2025-08-14 04:01:01.505628,-80.0,0.5951425224224297,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9941263999760924,0.0,0.7,0.7,0.6788252799952185
2025-08-14 05:01:01.505628,-80.0,0.6285811139655396,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9937963867360914,0.0,0.7,0.7,0.6787592773472182
2025-08-14 06:01:01.505628,-80.0,0.7022351906335103,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9930694775165704,0.0,0.7,0.7,0.6786138955033142
2025-08-14 07:01:01.505628,-80.0,0.5248338320818855,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9948202927995866,0.0,0.7,0.7,0.6789640585599173
2025-08-14 08:01:01.505628,-80.0,0.6089327664225667,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9939903008495182,0.0,0.7,0.7,0.6787980601699036
2025-08-14 09:01:01.505628,-79.31762334516105,0.5269888340695923,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9947990245835717,0.0,0.7,0.7,0.6789598049167143
2025-08-14 10:01:01.505628,-68.20323505105324,0.6280190817465682,0.022451671218676344,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9938019335628269,0.011225835609338172,0.7,0.7,0.6810055538344331
2025-08-14 11:01:01.505628,-53.07358845217003,0.6152047557815756,0.3185919305107563,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9939284011272482,0.15929596525537815,0.7,0.7,0.7106448732765254
2025-08-14 12:01:01.505628,-42.41403805791945,0.6528064398326219,0.5662156994247469,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9935573013586714,0.28310784971237346,0.7,0.7,0.735333030214209
2025-08-14 13:01:01.505628,-30.48367138084228,0.6672037534229145,0.9829875266812773,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9934152109210668,0.49149376334063866,0.7,0.7,0.7769817948523411
2025-08-14 14:01:01.505628,-20.682718817106185,0.5392777733921836,1.206798527652625,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9946777421821645,0.6033992638263125,0.7,0.7,0.7996154012016954
2025-08-14 15:01:01.505628,-15.367905579447573,0.5729583398826318,1.4002949565088494,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.9073581115889514,0.9943453408351085,0.7001474782544247,0.7,0.7,0.8003701861356969
2025-08-14 16:01:01.505628,-12.565837876460627,0.5785397970811952,1.4958290841793191,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.8513167575292125,0.9942902561353941,0.7479145420896596,0.7,0.7,0.7987043111508532
2025-08-14 17:01:01.505628,-16.428049977218617,0.6158235701829077,1.4055223129476362,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.9285609995443724,0.9939222939039437,0.7027611564738181,0.7,0.7,0.8050488899844268
2025-08-14 18:01:01.505628,-20.915451052301435,0.6662531270742509,1.1259556803968893,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9934245928736812,0.5629778401984447,0.7,0.7,0.7912804866144253
2025-08-14 19:01:01.505628,-23.084428179282536,0.5266851843619571,0.9899380420454765,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9948020213731857,0.49496902102273826,0.7,0.7,0.777954208479185
2025-08-14 20:01:01.505628,-30.747182299941144,0.5792431382721137,0.7857620487584847,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9942833146975365,0.3928810243792423,0.7,0.7,0.7574328678153558
2025-08-14 21:01:01.505628,-42.968267556667534,0.5735479002004744,0.3251530918628256,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9943395223271604,0.1625765459314128,0.7,0.7,0.7113832136517146
2025-08-14 22:01:01.505628,-59.37964111532605,0.6027186899052746,0.05806477887355303,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9940516290164789,0.029032389436776516,0.7,0.7,0.684616803690651
2025-08-14 23:01:01.505628,-72.21003884931933,0.6195009350185952,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9938860011347782,0.0,0.7,0.7,0.6787772002269558
2025-08-15 00:01:01.505628,-80.0,0.6279068544777541,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9938030411598544,0.0,0.7,0.7,0.6787606082319708
2025-08-15 01:01:01.505628,-80.0,0.5799925247309947,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9942759188282162,0.0,0.7,0.7,0.6788551837656434
2025-08-15 02:01:01.505628,-80.0,0.6175032227845315,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9939057170216182,0.0,0.7,0.7,0.6787811434043236
2025-08-15 03:01:01.505628,-80.0,0.624898684024757,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9938327294939575,0.0,0.7,0.7,0.6787665458987915
2025-08-15 04:01:01.505628,-80.0,0.6195632165194405,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9938853864641556,0.0,0.7,0.7,0.6787770772928312
2025-08-15 05:01:01.505628,-80.0,0.603049794712866,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9940483612660955,0.0,0.7,0.7,0.6788096722532192
2025-08-15 06:01:01.505628,-80.0,0.553259218723045,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9945397560451711,0.0,0.7,0.7,0.6789079512090342
2025-08-15 07:01:01.505628,-80.0,0.554496328399238,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9945275467219419,0.0,0.7,0.7,0.6789055093443883
2025-08-15 08:01:01.505628,-80.0,0.6065821084234281,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9940135000402326,0.0,0.7,0.7,0.6788027000080465
2025-08-15 09:01:01.505628,-76.21341930568873,0.5650517386602524,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9944233729221786,0.0,0.7,0.7,0.6788846745844358
2025-08-15 10:01:01.505628,-64.71708513689437,0.5681821206328816,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9943924784541537,0.0,0.7,0.7,0.6788784956908307
2025-08-15 11:01:01.505628,-53.842920991354184,0.6419239535960574,0.32291035319049327,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9936647031473372,0.16145517659524664,0.7,0.7,0.7110239759485169
2025-08-15 12:01:01.505628,-39.033727471147834,0.5676306238974663,0.6117762131422373,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9943979213037506,0.30588810657111865,0.7,0.7,0.7400572055749739
2025-08-15 13:01:01.505628,-28.191395439556246,0.6715700344739368,0.9741602187145656,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.993372119077484,0.4870801093572828,0.7,0.7,0.7760904456869534
2025-08-15 14:01:01.505628,-22.492314278505795,0.6299683619722356,1.3662617197907332,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9937826956627462,0.6831308598953666,0.7,0.7,0.8153827111116225
2025-08-15 15:01:01.505628,-19.007964348692163,0.6907133275756427,1.5461613118387874,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.9801592869738432,0.9931831894638475,0.7730806559193937,0.7,0.7,0.829284626471417
2025-08-15 16:01:01.505628,-9.269585618868744,0.6475212197990907,1.5997715590772126,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.7853917123773749,0.9936094624248795,0.7998857795386063,0.7,0.7,0.7957773908681721
2025-08-15 17:01:01.505628,-18.584561104233043,0.5366321086803434,1.3978453663283117,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.971691222084661,0.994703852862765,0.6989226831641558,0.7,0.7,0.8130635516223164
2025-08-15 18:01:01.505628,-19.774217029272183,0.5270145130195447,1.4066806767665507,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,0.9954843405854436,0.9947987711520401,0.7033403383832754,0.7,0.7,0.8187246900241518
2025-08-15 19:01:01.505628,-24.8724395257027,0.6751104759639553,1.0802260496047875,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9933371776366745,0.5401130248023938,0.7,0.7,0.7866900404878138
2025-08-15 20:01:01.505628,-31.80877286056305,0.5523335309145113,0.6492856672543255,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9945488918735306,0.32464283362716273,0.7,0.7,0.7438383451001387
2025-08-15 21:01:01.505628,-39.07039279459329,0.4913037629220914,0.45911057532119975,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9951512088534706,0.22955528766059988,0.7,0.7,0.7249412993028141
2025-08-15 22:01:01.505628,-58.440986515608365,0.6073650348263343,0.1166470708711742,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9940057731574011,0.0583235354355871,0.7,0.7,0.6904658617185977
2025-08-15 23:01:01.505628,-68.48091520841301,0.5542056876018743,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9945304151235936,0.0,0.7,0.7,0.6789060830247188
2025-08-16 00:01:01.505628,-80.0,0.5596045860426203,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9944771321387356,0.0,0.7,0.7,0.6788954264277471
2025-08-16 01:01:01.505628,-80.0,0.6451357499962769,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9936330051813839,0.0,0.7,0.7,0.6787266010362767
2025-08-16 02:01:01.505628,-80.0,0.6987955239434028,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9931034243874325,0.0,0.7,0.7,0.6786206848774865
2025-08-16 03:01:01.505628,-80.0,0.5703011109249396,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9943715656459419,0.0,0.7,0.7,0.6788743131291884
2025-08-16 04:01:01.505628,-80.0,0.5932742334543799,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9941448385546077,0.0,0.7,0.7,0.6788289677109216
2025-08-16 05:01:01.505628,-80.0,0.6065869207078376,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9940134525466782,0.0,0.7,0.7,0.6788026905093357
2025-08-16 06:01:01.505628,-80.0,0.5922251664619572,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9941551920408394,0.0,0.7,0.7,0.6788310384081679
2025-08-16 07:01:01.505628,-80.0,0.6743593928682798,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9933445902504981,0.0,0.7,0.7,0.6786689180500997
2025-08-16 08:01:01.505628,-80.0,0.6578461457690747,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9935075633282104,0.0,0.7,0.7,0.678701512665642
2025-08-16 09:01:01.505628,-78.1113567743535,0.5548495680669553,0.0,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9945240605174739,0.0,0.7,0.7,0.6789048121034948
2025-08-16 10:01:01.505628,-67.9354025340674,0.6623368980738362,0.05497988100332382,2.0,0.3,5.0,0.38,0.007,18.0,45.0,15.0,1.0,0.9934632430488642,0.02748994050166191,0.7,0.7,0.6841906367101054
